id,name
135,Municipio de Copacabana
136,Patitírion
137,Tartaro
138,Patayac
139,Far‘ūn
140,Marseille
141,Sangpi
142,Tafí del Valle
143,Qiqian
144,Metapán
145,Palma De Mallorca
146,Skärholmen
147,Cibeureum
148,La Seyne-sur-Mer
149,Sibucao
150,Kwolla
151,Rencun
152,Baquero Norte
153,San Diego
154,Cergy-Pontoise
155,Keroak
156,Irati
157,Huangrangping
158,Gaohu
159,Los Angeles
160,Dongpu
161,Kuching
162,Główczyce
163,La Estancia
164,Lodan Wetan
165,Marston
166,Noisy-le-Grand
167,São João do Campo
168,Марино
169,Sukamaju
170,Senhor da Serra
171,Krajan
172,Montecristi
173,Načeradec
174,Soio
175,Qingyang
176,Bulubrangsi
177,Adare
178,Gyumri
179,Ratchaburi
180,Oromocto
181,Ipoti
182,Dan Makham Tia
183,Keputran
184,Tianzishan
185,Takahama
186,Kumane
187,Yangwei
188,Titiakar
189,Tasīl
190,Bambuí
191,Gjoçaj
192,Damnoen Saduak
193,La Rochelle
194,Gerdu
195,Ngaliyan
196,Irecê
197,Yingtou
198,Bludov
199,Visaginas
200,Bobon
201,Holice
202,Peroguarda
203,Mwembe
204,Borgarnes
205,Manouba
206,Klimavichy
207,Dolno Palčište
208,Aguaí
209,Bar
210,Būrkah
211,Capela
212,Ranchuelo
213,Bagumbayan
214,Saitama
215,Rulong
216,Concord
217,Chilly-Mazarin
218,Manaoag
219,Kawęczyn
220,Dongcun
221,Portachuelo
222,Franco da Rocha
223,Bilao
224,Sunne
225,Tomepampa
226,Zachepylivka
227,Maní
228,Gračanica
229,New Brunswick
230,Sumiainen
231,Pondokrejo Wetan
232,Yiwa
233,Lunel
234,Rencun
235,Qiaodong
236,Šenkovec
237,Bordeaux
238,Vila de Sal Rei
239,Chunyang
240,Tunguang
241,Gaoliang
242,Cakungsari
243,San Francisco
244,Tuopu Luke
245,Keratéa
246,Kyaiklat
247,Jatirejo
248,Chuhuyiv
249,Paninggaran
250,Nampula
251,Pamplona/Iruña
252,Sawo
253,Paccha
254,Baomin
255,Sinargalih
256,Dos Hermanas
257,Zafarwāl
258,Marcos
259,Jbaïl
260,Nebug
261,Záhorovice
262,Santa Brigida
263,Khandagayty
264,Sukojember
265,Ngulangan
266,Wucheng
267,Taraš
268,El Paso
269,Fier-Çifçi
270,Okpo
271,Rogowo
272,Koszyce Wielkie
273,Outeirô
274,Zaoxi
275,Rundeng
276,Portalegre
277,Taizhou
278,Bettendorf
279,Molchanovo
280,Mardakyany
281,Vista Hermosa
282,Mullagh
283,Ashgabat
284,Ji’ergele Teguoleng
285,Chocianów
286,Souto do Meio
287,Sosnogorsk
288,Sātkania
289,Batan
290,Logroño
291,Zhigalovo
292,Boevange-sur-Attert
293,Arish
294,Felgueiras
295,Baroh
296,Cisarap
297,Oster
298,Casal
299,Berlin
300,Zhouwang
301,Bondoukou
302,Toyonaka
303,Bretaña
304,Izmaylovo
305,Ulan Us
306,Bratsk
307,Fengjia
308,Thị Trấn Quảng Uyên
309,Magersari
310,Mullovka
311,Haolin
312,Shijia
313,Ron Phibun
314,Dniprodzerzhyns’k
315,Dobrzyca
316,Sabandia
317,Krandil
318,Yeni Suraxanı
319,Rio Piracicaba
320,Vitim
321,Xuexi
322,Bolnisi
323,Hadayang
324,As Saffānīyah
325,Lhuentse
326,Lille
327,Şurmān
328,Shuiyuan
329,Sebasang
330,Châlons-en-Champagne
331,Biaoshan
332,Jinchang
333,Ylöjärvi
334,Valencia
335,Karlstad
336,Bornu Yassu
337,Usol’ye
338,Ḩalāwah
339,Yukuhashi
340,Jiangjiazui
341,Blumenau
342,Fengyuan
343,Zhugang
344,Angkimang
345,Sindangrasa
346,Carlton
347,Abuochiche
348,Isidro Fabela
349,Bethal
350,Cabarroguis
351,Olhos de Água
352,Nuwara Eliya
353,Osielec
354,Yauca
355,Xingtan
356,Rupe
357,Quwa
358,Ventsy
359,Cerkvenjak
360,Petaling Jaya
361,Bhokadoke
362,Funchalinho
363,Pingdingbu
364,Kasungu
365,Colorado Springs
366,Syktyvkar
367,Shangcun
368,Jokkmokk
369,Gurgurnica
370,Adamstown
371,Krzykosy
372,Changuinola
373,Všetaty
374,Panimbang
375,Badou
376,Yantian
377,Picassinos
378,Dongsheng
379,Daguyun
380,Huangjindong
381,Kugluktuk
382,Sandy Bay
383,Manlucahoc
384,Burnham
385,Sanlei
386,Yege
387,Ihuari
388,Bečmen
389,Sangmélima
390,Quảng Yên
391,Kyshtym
392,Pskov
393,Riba de Ave
394,Xiaogang
395,Kalangala
396,Suodenniemi
397,Akron
398,Lyudinovo
399,Wates
400,San Pablo
401,Huayana
402,Lanas
403,Thakhèk
404,Blon’
405,Covas
406,San Bernardo
407,Paris 20
408,Malaryta
409,Kodinsk
410,Abū Ghaush
411,Tādif
412,Yanglin
413,Leifeng
414,Nijemci
415,Pangapisan
416,Pražmo
417,Delong
418,Panite
419,Kebonagung
420,Hīsh
421,Sigou
422,Asaka
423,Toupopu
424,Erdaojiang
425,Uherce Mineralne
426,Nol
427,Fengyang
428,Jawl al Majma‘
429,Klavdiyevo-Tarasove
430,Lupao
431,Shiyaogou
432,Telgawah
433,Margabakti
434,Harian
435,Likhobory
436,Ramat Yishay
437,João Pinheiro
438,Alto de la Estancia
439,Arma
440,Vale de Figueira
441,Arzila
442,Sicamous
443,Castrovirreyna
444,Centenary
445,Hezhi
446,Velingrad
447,Montasik
448,Pom Prap Sattru Phai
449,Fresno
450,Fujisawa
451,Kyegegwa
452,Rybnaya Sloboda
453,Igarassu
454,Bongbong
455,Bouzov
456,Saint-Jean-de-Luz
457,Perístasi
458,Žiežmariai
459,Luchingu
460,San Isidro
461,Mkushi
462,Da’an
463,Tanbuqiao
464,Mogilany
465,Ubajami
466,Qinā
467,Timon
468,Staraya Ladoga
469,Sergokala
470,Fairview
471,Zharkent
472,Lewoeleng
473,Fuming
474,Lerrnanist
475,Médanos
476,Ailibugai
477,Banjar Danginsema
478,Gornyye Klyuchi
479,Souto da Casa
480,Jingyao
481,Takahashi
482,Saparbay
483,Parelhas
484,Khilok
485,Puunage
486,Santo Domingo de los Colorados
487,Banatsko Karađorđevo
488,Xinlong
489,Gardutanjak
490,Brzeźnica
491,Xixiang
492,Lianhua
493,Pretana
494,Beiyuan
495,Chengui
496,Antony
497,Beranci
498,Châu Thành
499,Santo Aleixo
500,Dongda
501,Katyr-Yurt
502,Laborie
503,Rado
504,Ambo Village
505,Priiskovyy
506,Berendeyevo
507,Roioen
508,Sâmraông
509,Hilversum
510,Jiamachi
511,Itapemirim
512,Wielichowo
513,Aţ Ţīrah
514,Sertãozinho
515,Hebu
516,Las Matas de Farfán
517,Xiongji
518,Dnipryany
519,Rawa
520,Sabang
521,Toamasina
522,Nabunturan
523,Ufa
524,Pilluana
525,Dawan
526,Lyon
527,Nakhodka
528,Si Sa Ket
529,Maria Aurora
530,Calaba
531,Looc
532,Huqiu
533,Všeruby
534,Kuala Tuha
535,Nowy Dwór Mazowiecki
536,Wenceslao Escalante
537,Weitang
538,Daxbet
539,Lesnikovo
540,Saint John
541,Wringinputih
542,Khanabad
543,Shatian
544,Tigre
545,Sacapulas
546,Paris 18
547,Stubno
548,Tortosa
549,Thika
550,Fergana
551,Gurbuki
552,Jaraguá
553,Cihaur
554,Shun’ga
555,Mabasa
556,Entre Rios
557,Varna
558,Leipzig
559,Santiago dos Velhos
560,Ureshino
561,Lirung
562,Vista Hermosa
563,Chenglin
564,Changxingbao
565,Zhonghouhe
566,Sigaboy
567,Jianyi
568,Dayr Abū Ḑa‘īf
569,Xirikxiy
570,Izhmorskiy
571,Paipu
572,Montor Timur
573,Springfield
574,San Andres
575,Copa
576,Khārān
577,Outeirô
578,Libato
579,Asnières-sur-Seine
580,Dongjiao
581,Akouda
582,Huntsville
583,Krasnoarmeysk
584,Novopavlovsk
585,Zyukayka
586,Wafang
587,Stodolishche
588,Jianmin
589,Chengfeng
590,Pingshi
591,Taganrog
592,Przodkowo
593,Krousón
594,Shirone
595,Wulong
596,New Orleans
597,Dzoraghbyur
598,Jianshan
599,Coronel Fabriciano
600,Salanegara
601,Piasek
602,Nūsay
603,Aviúges
604,Tambilil
605,Gary
606,El Calvario
607,Savannah
608,Leyuan
609,Latacunga
610,Duli
611,Strängnäs
612,Hněvotín
613,Nytva
614,Kentongan
615,Hongsihu
616,Provo
617,Taipingying
618,Kambingan
619,Mangkon Daja
620,Masape
621,Cherga
622,Rushankou
623,Ábrego
624,Zliv
625,Horodyshche
626,Vohipaho
627,Jomsom
628,Lishu
629,Saint Louis
630,Daru Rilwan
631,São Bartolomeu
632,Piława Górna
633,Guinabsan
634,High Point
635,Besuk Selatan
636,Vetlanda
637,Birao
638,Mazatenango
639,Basel
640,Pointe-à-Pitre
641,Nagoselo do Douro
642,Turangi
643,Bagou
644,Wyszki
645,Simeykyne
646,Fažana
647,Avignon
648,Neochóri
649,Hongyansi
650,Penha
651,Cipasung
652,Ladário
653,Xiaochi
654,Dimbokro
655,Xianxiang
656,Pau
657,Niverville
658,Bajo Pichanaqui
659,Sopron
660,Komsomolets
661,Hukvaldy
662,Langchuan
663,Pukou
664,Rancamaya
665,Oświęcim
666,Drosiá
667,Malaya Purga
668,Robatal
669,Pasadena
670,Aguitu
671,Mönhbulag
672,Santana do Paraíso
673,Poshnje
674,Taza
675,Sydney
676,Hwawŏn
677,Al Bawīţī
678,Jicomé
679,Ostankinskiy
680,Buluh Kasap
681,Itapissuma
682,Kumo
683,Aktau
684,El Calvario
685,Wete
686,Kaduna
687,Saba Yoi
688,Honghua’erji
689,Lujiao
690,Södertälje
691,Juai
692,Carandaí
693,Rudy
694,Laḩij
695,Eirado
696,Gowurdak
697,Cemplang
698,Memphis
699,Doujia
700,Tegalloa
701,San Cristóbal Verapaz
702,Naples
703,Vodňany
704,Cullhuas
705,Boji
706,El Cubolero
707,Skene
708,Ratnapura
709,Chayuan
710,Mnichovo Hradiště
711,Shimanovsk
712,Santa Cruz
713,Gore
714,Shibata
715,Paracuru
716,Lysychovo
717,Nanyang
718,Phú Vang
719,L'Union
720,Buenavista
721,Zblewo
722,Vân Tùng
723,Luftinjë
724,Summerside
725,Fengjiang
726,Palermo
727,Mat-i
728,Miaotou
729,Dayuan
730,Butigui
731,Dongtucheng
732,Biscoitos
733,La Plaine-Saint-Denis
734,Bambous Virieux
735,Wola Jachowa
736,Kočevje
737,Trbovlje
738,Liusi
739,Albrechtice
740,Toledo
741,Durham
742,Kopang Satu
743,Värnamo
744,Kopparberg
745,Guling
746,Ungsang
747,Solna
748,Akbarābād
749,Pointe-à-Pitre
750,Yingchengzi
751,Kiiminki
752,Changliang
753,Zhaocun
754,Smínthi
755,Tsaratanana
756,Morelos
757,Alapayevsk
758,Yiyang
759,Luleå
760,Kukurečani
761,Ciheras
762,Kalembutillu
763,Huibu
764,Varberg
765,Moravský Krumlov
766,Ibirité
767,Hošťka
768,Jidong
769,Bothaville
770,Pampamarca
771,Quận Sáu
772,Bassano
773,Sumiainen
774,Dalu
775,Vodňany
776,Lobito
777,Somanda
778,Migori
779,Laiyang
780,Hornówek
781,Benito Juarez
782,Hamburg
783,Dadong
784,Kekeri
785,Kudirkos Naumiestis
786,Banjar Ambengan
787,Xianhe
788,Santa Maria
789,Obo
790,Alor Star
791,Zaria
792,Huanglong
793,Nikolo-Pavlovskoye
794,Guodu
795,Ninove
796,Phra Nakhon Si Ayutthaya
797,Ryūō
798,Mawlamyine
799,Strellc i Ulët
800,Shengci
801,Ålesund
802,Illapel
803,Kasukabe
804,Gueltat Zemmour
805,Pleszew
806,Bungkulan
807,Charleston
808,Moramanga
809,Sedan
810,Pacasmayo
811,Damiao
812,Žiželice
813,Kuta
814,Strasbourg
815,Sakhnīn
816,Bejucal
817,Chujiang
818,Xiyuan
819,Pulorejo
820,Jacksonville
821,Nova Iguaçu
822,Novopskov
823,Bảo Lộc
824,Cortez
825,Józefosław
826,Pueblo Nuevo
827,Maradi
828,Żółkiewka
829,Kanie
830,Monkstown
831,Hazlov
832,Tundagan
833,Ribeira
834,Nixi
835,Prachuap Khiri Khan
836,Vysoké nad Jizerou
837,Seattle
838,Ấp Tân Ngãi
839,Savigny-le-Temple
840,Funan Chengguanzhen
841,Bronx
842,Kangar
843,Pojan
844,Saint Croix
845,Jardinópolis
846,Jiji
847,Gurra e Vogël
848,Milot
849,Heemstede
850,Matias Olímpio
851,Houba
852,Yangmadao
853,Bang Saphan
854,Chicago
855,Xinhang
856,Uzda
857,Banshu
858,Qingqu
859,Mỏ Cày
860,Jingkou
861,Tianjiaba
862,Punta del Este
863,Tampa
864,Quchi
865,Buenos Aires
866,Nantes
867,Kajatian
868,Huangjindong
869,Río Alejandro
870,Gon’ba
871,Aurillac
872,Yuen Long Kau Hui
873,Yonghe
874,Kalunan
875,Toulon
876,Taytay
877,Hongling
878,Lugulu
879,Villa María
880,Itatiba
881,Tuanchengshan
882,Novalja
883,Pridonskoy
884,Amiens
885,Baoxia
886,Boulogne-sur-Mer
887,Tokarnia
888,Tula
889,Gradil
890,Bulacan
891,Dalong
892,Chesma
893,Luz de Tavira
894,Putrajaya
895,La Cruz de Taratara
896,San Andrés Villa Seca
897,Yuanguping
898,Velké Karlovice
899,Shah Alam
900,Sịa
901,Oleksandriya
902,Girsereng
903,Bungursari
904,Mucuri
905,Dukay
906,Xinheng
907,Mŭynoq
908,Xinzhu
909,Buliok
910,Karangsono
911,Tonghu
912,Tursunzoda
913,Colmar
914,Tapas
915,‘Ibrī
916,Cangkreng
917,Dongxiang
918,Mazongshan
919,Abastumani
920,Ballybofey
921,Pederneiras
922,Anaco
923,Boca Chica
924,Henggouqiao
925,Suwaru
926,Ágios Vasíleios
927,Shangsanji
928,Paris La Défense
929,Kāmyārān
930,Idrija
931,Monastir
932,Tha Uthen
933,København
934,Damaishan
935,Lintaca
936,Baisha
937,Bouça
938,Kakamigahara
939,Além Paraíba
940,Kaeng Khoi
941,Cô Tô
942,Owen Sound
943,Talondang
944,Vân Tùng
945,Banjar Peguyangan
946,Estoi
947,Belköl
948,Sloboda
949,Kahuripan
950,Arujá
951,Mont-Tremblant
952,Ochakiv
953,San Agustin
954,La Esmeralda
955,Emiliano Zapata
956,Banjar Tengah
957,Simpang
958,Pamedilan
959,Opoczno
960,Lesnikovo
961,Cachoeira do Sul
962,Sidowayah Lor
963,Huaihe
964,Masinloc
965,Ke’erlun
966,Shuangzhu
967,Senduro
968,Skulsk
969,Hiroshima-shi
970,Arenas
971,Hearst
972,Portela
973,Baikouquan
974,Amiens
975,Omaha
976,Lau
977,Zepita
978,Imotski
979,Rappang
980,Roma
981,Duodaoshi
982,Zvezdara
983,Ngembak
984,Sidokumpul
985,Condoroma
986,Dayr Sharaf
987,Santa Lucia
988,Santa Maria
989,Jingpeng
990,Cape Town
991,Palaran
992,Unión
993,Huangjin
994,Koktokay
995,Nkandla
996,Ellinikó
997,Karangjaladri
998,Kiuruvesi
999,Zagreb - Centar
1000,Shirahamachō-usazakiminami
1001,Huapi
1002,Mabiton
1003,Prómachoi
1004,Mulhouse
1005,Progreso
1006,Bayt Ta‘mar
1007,Heshui
1008,Chunghwa
1009,Carrigaline
1010,Tangkilsari
1011,Sūq Şirwāḩ
1012,Koatas Lao
1013,Nha Trang
1014,Auray
1015,Bystryanka
1016,Anolaima
1017,Hennenman
1018,Embu Guaçu
1019,Zaranj
1020,Gaplokan
1021,Paciran
1022,Jackson
1023,L’govskiy
1024,Daluo
1025,Manggissari
1026,Freiria
1027,Guachetá
1028,Trenton
1029,Cidamar
1030,San Cristóbal Totonicapán
1031,Assis
1032,Tawau
1033,Sigeng
1034,Piraí do Sul
1035,Benhong
1036,Almere Haven
1037,Belogorskīy
1038,São Gabriel da Cachoeira
1039,Watubuku
1040,Chlewiska
1041,Tandzut
1042,Peranap
1043,Karantaba
1044,Queimados
1045,Laocheng
1046,Pecka
1047,Joutseno
1048,Longquan
1049,Guarabira
1050,Yumani
1051,Azenha
1052,Stockholm
1053,Três Rios
1054,Lingcheng
1055,Ar Ru’ays
1056,Mabyan
1057,Horodyshche
1058,Gaya
1059,Nandayure
1060,Zhongfang
1061,Yujiao
1062,Dodola
1063,Rothesay Bay
1064,Saratamata
1065,Dve Mogili
1066,Tsagaan-Ovoo
1067,Susanino
1068,Pelem
1069,Gīdolē
1070,Qiryat Yam
1071,Bryan
1072,Dongting
1073,Wulan
1074,La Virgen
1075,Qingliu
1076,Memaliaj
1077,Vila Ribeiro
1078,Villanueva
1079,Qiryat Shemona
1080,Namur
1081,Gislaved
1082,Luodian
1083,Hòa Bình
1084,Chaman
1085,Calasgasan
1086,Zābolī
1087,Paris 10
1088,Turkestan
1089,Tomarovka
1090,Kuala Belait
1091,Solţānābād
1092,Grangwav
1093,Gnojnik
1094,Lasiana
1095,Dumandesa
1096,Karangori
1097,Vargön
1098,Harstad
1099,Molsheim
1100,Hongtian
1101,La Cañada
1102,Zongga
1103,Tandil
1104,Glushkovo
1105,Granada
1106,Dār an Naşr
1107,Lunenburg
1108,Solntsevo
1109,Nakhon Chai Si
1110,Piaocao
1111,Xagmakajor
1112,Villa Bustos
1113,Paris 10
1114,Pingdu
1115,Hehe
1116,Kireyevsk
1117,Khānaqāh
1118,Linhu
1119,Chãos
1120,Zhangxiong
1121,Kademangan
1122,Yongning
1123,Yuty
1124,Añelo
1125,Lipov
1126,Babana
1127,Brinkmann
1128,Pau
1129,Kangxung
1130,Boro Utara
1131,Hoogeveen
1132,Ku‘aydinah
1133,General Enrique Godoy
1134,Taouloukoult
1135,‘Ajlūn
1136,Lady Grey
1137,Sukaratu
1138,Ares Tengah
1139,Ituberá
1140,Chipaque
1141,Huaylillas
1142,Eskilstuna
1143,Toyohashi
1144,Venda
1145,Uijeongbu-si
1146,Castanheira de Pêra
1147,Akureyri
1148,Ängelholm
1149,Gaoqiu
1150,Qiaotou
1151,Yeping
1152,Aku
1153,San Rafael
1154,Gunungkoneng
1155,Murça
1156,Corcuera
1157,Campos do Jordão
1158,T’et’ri Tsqaro
1159,Bianba
1160,Kalmar
1161,Sölvesborg
1162,Pápa
1163,Zhangfeng
1164,Nong Khae
1165,Xiguantun Muguzu Manzuxiang
1166,Drogomyśl
1167,Bajia
1168,Pueblo Nuevo Viñas
1169,Phuthaditjhaba
1170,Daba
1171,Fazhan
1172,Hongshunli
1173,Uppsala
1174,Besançon
1175,Jabon
1176,Culacling
1177,Gombangan
1178,Liutang
1179,Paiçandu
1180,Nobeoka
1181,Matias Olímpio
1182,Neochóri
1183,Sundbyberg
1184,Didou
1185,Taling Chan
1186,Elena
1187,Mezhevoy
1188,Cametá
1189,Otse
1190,Macapá
1191,San Pa Tong
1192,Sambonggede
1193,Lansing
1194,Amagbagan
1195,Rydułtowy
1196,Kalibo (poblacion)
1197,Byerazino
1198,Zahedan
1199,Mopipi
1200,Moinhos
1201,Drosiá
1202,Dushi
1203,Doug An
1204,Bungursari
1205,Starobachaty
1206,Mancagahar
1207,Kassándreia
1208,Spring
1209,Tolosa
1210,Lifuta
1211,Baiguo
1212,Tulihe
1213,Miramichi
1214,Stockholm
1215,Caja
1216,Kertorejo
1217,Pueblo Viejo
1218,Akita
1219,Tarasovskiy
1220,San Clemente
1221,Mostek
1222,Pará de Minas
1223,Beidajie
1224,Paris 15
1225,Ituzaingó
1226,Galátsi
1227,Edinburgh of the Seven Seas
1228,Panggunguni
1229,Borzytuchom
1230,Botou
1231,San Basilio
1232,Rudnyy
1233,Maiyema
1234,Taiping
1235,Janakkala
1236,Junín
1237,Mambusao
1238,Rawaglagah
1239,Tugulym
1240,Sandviken
1241,Posse
1242,Pimenta Bueno
1243,Palma De Mallorca
1244,Yigo Village
1245,Kalimeneng
1246,San Nicolas
1247,Sampués
1248,San Sebastián de Yalí
1249,Xiangshui
1250,Aleysk
1251,Aluminé
1252,Kamień Pomorski
1253,Kirovgrad
1254,Tres Arroyos
1255,Gramoteino
1256,Villeneuve-d'Ascq
1257,Huangzhai
1258,Boldumsaz
1259,Los Andes
1260,Comapa
1261,Bejuco
1262,Lecheng
1263,Vuzenica
1264,Norberg
1265,Cergy-Pontoise
1266,Nancy
1267,Krasae Sin
1268,Salgar
1269,Sukadami
1270,Qindu
1271,Kalinovo
1272,Neebing
1273,Tubod
1274,Shengmi
1275,Liminka
1276,Ngulahan
1277,Małdyty
1278,Wichit
1279,Anápolis
1280,Canton
1281,Ma‘lūlā
1282,Itatinga
1283,Ban Mai
1284,Mingelchaur
1285,Dongshi
1286,Zhuanqukou
1287,Haymā’
1288,Paris 02
1289,Kontagora
1290,Pélla
1291,Pakel
1292,La Eduvigis
1293,Piteå
1294,Jīwani
1295,Pucara
1296,Pilang
1297,Shah Alam
1298,Tambillo
1299,Āl Ma‘ūdah
1300,Rucava
1301,Barubandung
1302,Danville
1303,Mungwi
1304,Souto
1305,Verblyany
1306,Glamoč
1307,Kasamatsuchō
1308,Kayl
1309,Hema
1310,Depok
1311,Pokrzywnica
1312,Aracruz
1313,Shchūchīnsk
1314,Yatsushiro
1315,Šmarje pri Jelšah
1316,Kuncen
1317,Bella Unión
1318,Yotsukaidō
1319,Barberton
1320,Yang Chum Noi
1321,Saint-Denis
1322,Sredno Konjare
1323,Yingchengzi
1324,Bergen
1325,Svoboda nad Úpou
1326,Pakis
1327,Sousa
1328,Mlanggeng
1329,Bayan Hot
1330,Longar
1331,Sekongkang Bawah
1332,Empório
1333,Thành Phố Uông Bí
1334,Tucano
1335,Peoria
1336,Nāṟay
1337,Tabālah
1338,Zhuyu
1339,Trudobelikovskiy
1340,Krasnomayskiy
1341,Tučepi
1342,Loreto
1343,Villaguay
1344,Isfahan
1345,Venëv
1346,Nizhniy Kurkuzhin
1347,Frýdlant
1348,Tambo
1349,Nakhon Pathom
1350,Wangjiachang
1351,Caujul
1352,Jinhaihu
1353,Vila de Rei
1354,Reda
1355,Tours
1356,Vratsa
1357,Zaoshi
1358,Le Perreux-sur-Marne
1359,Xinhua
1360,Kalývia
1361,Leran Wetan
1362,Unidos
1363,Pasadena
1364,Bashtanka
1365,Volgodonsk
1366,Tefé
1367,Phu Sang
1368,Srebrenik
1369,Olafulihaa
1370,Isugod
1371,Cabugao
1372,Rodatychi
1373,Tlogosadang
1374,Dongyu
1375,Chenqing
1376,Albanel
1377,Tena
1378,Lyon
1379,Saltpond
1380,Kivijärvi
1381,Zheleznogorsk-Ilimskiy
1382,Desē
1383,Xinchengzi
1384,Huzhou
1385,Cupira
1386,Dolinsk
1387,Tayirove
1388,Tarikolot
1389,Trambalan
1390,Lomba do Loução
1391,Qvareli
1392,Kalí Vrýsi
1393,Moutas
1394,Luziânia
1395,Diancun
1396,Laâyoune / El Aaiún
1397,Sambong
1398,Pindobaçu
1399,Boden
1400,Mīr Bachah Kōṯ
1401,Węgry
1402,Cocorná
1403,Suchedniów
1404,Rezh
1405,Jimenez
1406,Ban Phue
1407,Arnhem
1408,Düsseldorf
1409,Benito Juarez
1410,Bolhos
1411,Pedroso
1412,Nova Era
1413,Chelbasskaya
1414,Győr
1415,Manding
1416,Chatou
1417,Negombo
1418,Kaskinen
1419,Wa’erma
1420,Xinzheng
1421,Zerok-Alakadari
1422,A dos Negros
1423,Zhuanqukou
1424,Daqian
1425,Washington
1426,Liuxiang
1427,Zhucun
1428,Sydney
1429,Hat Yai
1430,Červená Voda
1431,Benito Juarez
1432,Sukolilo
1433,Thorold
1434,Kiruna
1435,Lianokládhion
1436,Magdalena
1437,Anchang
1438,Jeruk
1439,Pohrebyshche
1440,Pinayagan Norte
1441,Pamplona
1442,Manika
1443,Jidd Ḩafş
1444,Huanggu
1445,Obanazawa
1446,Satte
1447,Bahay Pare
1448,Moriguchi
1449,Gandusari
1450,Karak City
1451,Vales
1452,Zyukayka
1453,Baoshan
1454,Huquan
1455,Vília
1456,Gaïtánion
1457,Koina
1458,Bandundu
1459,San Pedro
1460,Honglai
1461,Yara
1462,Huangtian
1463,Sasovo
1464,Miguelópolis
1465,Changlu
1466,Kafr ash Shaykh
1467,Eindhoven
1468,New Panamao
1469,Strasbourg
1470,Santa Cruz da Graciosa
1471,Raksajaya
1472,Dongxiang
1473,Studzionka
1474,Duyanggang
1475,Malé Svatoňovice
1476,Emiliano Zapata
1477,Viana
1478,Lijia
1479,Puerto Varas
1480,Yangkou
1481,Tiepu
1482,Medaya
1483,Vitim
1484,Okulovka
1485,Atlanta
1486,Nahiyat Ghammas
1487,Raškovice
1488,Masaraway
1489,Châtillon
1490,Soldato-Aleksandrovskoye
1491,Naschel
1492,Brest
1493,Podebłocie
1494,Gēdo
1495,Ketawang
1496,Chaguaní
1497,Mỹ Thọ
1498,Noyal-sur-Vilaine
1499,Tulyushka
1500,Gigante
1501,Guankou
1502,Arlington
1503,Uppsala
1504,Helin
1505,Králův Dvůr
1506,Monastyryshche
1507,Guayaquil
1508,Tegarenkrajan
1509,Kolomyagi
1510,Santa Cruz del Quiché
1511,Yermish’
1512,Stonewall
1513,Sandweiler
1514,Krajan Timur Mlokorejo
1515,Avarua
1516,Kawasaki
1517,Lokot’
1518,Jablanovec
1519,Medalem
1520,Turgenevo
1521,Maldonado
1522,Chardonnière
1523,Comodoro Rivadavia
1524,Cabra Figa
1525,Cachipay
1526,Abbeville
1527,Mooka
1528,Pontarlier
1529,Urazovo
1530,Cabinteely
1531,Zengtian
1532,Tougan
1533,Batutua
1534,Qingsong
1535,Ādam
1536,Daqiao
1537,Sorodot
1538,Chutove
